Reported Date,Total Dead and Missing,Location Coordinates
1990-04-15,1.0,"54.178, -6.3381"
1990-04-16,7.0,"37.3115, 40.7427"
1990-04-17,1.0,"-12.048, -77.0501"
1990-04-17,1.0,"40.741, -84.1121"
1990-04-18,31.0,"33.8992, 70.1008"
1990-04-18,1.0,"-8.12, -79.02"
1990-04-18,1.0,"9.3804, -70.44"
1990-04-18,1.0,"15.9104, -85.96"
1990-04-18,1.0,"33.872, 35.5097"
1990-04-18,6.0,"33.872, 35.5097"
1990-04-19,1.0,"3.4, -76.5"
1990-04-19,1.0,"41.0208, -81.8671"
1990-04-21,1.0,"13.71, -89.203"
1990-04-22,1.0,"52.25, 21.0"
1990-04-22,1.0,"41.2443, -85.8478"
1990-04-23,4.0,"24.87, 66.99"
1990-04-23,1.0,"40.4, -3.6834"
1990-04-25,1.0,"54.6, -5.96"
1990-04-25,1.0,"54.5968, -5.9254"
1990-04-25,1.0,"54.6, -5.96"
1990-04-25,1.0,"54.5968, -5.9254"
1990-04-26,2.0,"40.8751, -74.0293"
1990-04-27,3.0,"-12.048, -77.0501"
1990-04-27,3.0,"40.741, -84.1121"
1990-04-27,1.0,"36.7335, -76.0435"
1990-04-28,10.0,"28.6, 77.2"
1990-04-28,7.0,"-17.7539, -63.226"
1990-04-28,7.0,"36.9789, -122.0346"
1990-04-28,7.0,"-6.22, -36.03"
1990-04-28,7.0,"14.1167, 121.2833"
1990-04-28,7.0,"-0.5333, -90.35"
1990-04-28,1.0,"-17.8178, 31.0447"
1990-04-29,18.0,"-17.7539, -63.226"
1990-04-29,18.0,"36.9789, -122.0346"
1990-04-29,18.0,"-6.22, -36.03"
1990-04-29,18.0,"14.1167, 121.2833"
1990-04-29,18.0,"-0.5333, -90.35"
1990-04-30,13.0,"31.64, 74.87"
1990-04-30,8.0,"31.64, 74.87"
1990-04-30,29.0,"28.6, 77.2"
1990-04-30,2.0,"8.9495, 125.5436"
1990-05-02,9.0,"8.1004, -76.74"
1990-05-02,3.0,"13.71, -89.203"
1990-05-02,3.0,"13.71, -89.203"
1990-05-02,7.0,"8.4508, 124.6853"
1990-05-02,1.0,"-33.45, -70.667"
1990-05-02,1.0,"19.5, -70.67"
1990-05-02,1.0,"8.1004, -80.9833"
1990-05-02,1.0,"16.6881, 121.5472"
1990-05-02,1.0,"-14.1896, -75.74"
1990-05-02,4.0,"3.4, -76.5"
1990-05-02,1.0,"54.6, -5.96"
1990-05-02,1.0,"54.5968, -5.9254"
1990-05-03,10.0,"13.641, -88.785"
1990-05-03,26.0,"3.4, -76.5"
1990-05-04,1.0,"-29.61, 30.39"
1990-05-04,1.0,"7.4475, 125.8094"
1990-05-04,1.0,"14.8296, 120.2828"
1990-05-06,65.0,"31.56, 74.35"
1990-05-06,1.0,"-12.048, -77.0501"
1990-05-06,1.0,"40.741, -84.1121"
1990-05-07,3.0,"14.6042, 120.9822"
1990-05-07,2.0,"6.932, 79.8578"
1990-05-08,1.0,"31.3349, 75.569"
1990-05-08,3.0,"31.64, 74.87"
1990-05-08,6.0,"4.8104, -75.68"
1990-05-09,28.0,"31.64, 74.87"
1990-05-10,18.0,"-12.75, 15.76"
1990-05-10,1.0,"-33.45, -70.667"
1990-05-10,1.0,"19.5, -70.67"
1990-05-10,1.0,"8.1004, -80.9833"
1990-05-10,1.0,"16.6881, 121.5472"
1990-05-10,1.0,"-14.1896, -75.74"
1990-05-11,8.0,"3.3004, 32.87"
1990-05-12,1.0,"14.6691, 120.972"
1990-05-12,98.0,"40.8751, -74.0293"
1990-05-12,39.0,"40.8751, -74.0293"
1990-05-14,2.0,"-33.92, 18.435"
1990-05-14,1.0,"-33.92, 18.435"
1990-05-14,1.0,"-29.61, 30.39"
1990-05-14,3.0,"31.64, 74.87"
1990-05-14,1.0,"-33.45, -70.667"
1990-05-14,1.0,"19.5, -70.67"
1990-05-14,1.0,"8.1004, -80.9833"
1990-05-14,1.0,"16.6881, 121.5472"
1990-05-14,1.0,"-14.1896, -75.74"
1990-05-14,7.0,"51.5, -0.1167"
1990-05-14,7.0,"42.97, -81.25"
1990-05-14,7.0,"37.1209, -84.0804"
1990-05-14,7.0,"39.8936, -83.4375"
1990-05-16,1.0,"4.8104, -75.68"
1990-05-16,1.0,"14.0696, 121.3226"
1990-05-16,1.0,"37.9628, -122.3425"
1990-05-16,2.0,"17.4, 78.48"
1990-05-16,20.0,"10.3997, -75.5144"
1990-05-16,20.0,"37.6004, -0.98"
1990-05-16,2.0,"51.5, -0.1167"
1990-05-16,2.0,"42.97, -81.25"
1990-05-16,2.0,"37.1209, -84.0804"
1990-05-16,2.0,"39.8936, -83.4375"
1990-05-17,1.0,"39.0626, -84.709"
1990-05-17,1.0,"41.6593, -72.3905"
1990-05-17,2.0,"41.105, 29.01"
1990-05-17,1.0,"-13.175, -74.22"
1990-05-18,1.0,"40.8751, -74.0293"
1990-05-18,1.0,"10.23, -67.98"
1990-05-18,1.0,"39.485, -0.4"
1990-05-18,5.0,"10.23, -67.98"
1990-05-18,5.0,"39.485, -0.4"
1990-05-19,52.0,"12.59, -16.29"
1990-05-19,1.0,"-13.175, -74.22"
1990-05-20,2.0,"8.1004, -76.74"
1990-05-20,1.0,"31.7784, 35.2066"
1990-05-20,1.0,"31.7784, 35.2066"
1990-05-20,7.0,"40.8751, -74.0293"
1990-05-21,6.0,"13.71, -89.203"
1990-05-21,5.0,"31.95, 35.9333"
1990-05-22,28.0,"-29.865, 30.98"
1990-05-22,5.0,"-13.175, -74.22"
1990-05-22,1.0,"32.8204, 34.98"
1990-05-23,1.0,"42.8796, -71.3873"
1990-05-23,15.0,"14.6042, 120.9822"
1990-05-23,2.0,"33.563, 35.3688"
1990-05-24,13.0,"1.4314, 33.7772"
1990-05-24,2.0,"14.6042, 120.9822"
1990-05-24,1.0,"5.72, -72.94"
1990-05-24,1.0,"8.1004, -76.74"
1990-05-24,2.0,"37.7903, -122.2165"
1990-05-24,2.0,"41.0314, -74.2408"
1990-05-24,2.0,"35.2256, -89.5372"
1990-05-24,2.0,"44.5595, -69.7328"
1990-05-25,15.0,"3.4, -76.5"
1990-05-25,6.0,"-25.9553, 32.5892"
1990-05-25,2.0,"14.6042, 120.9822"
1990-05-25,6.0,"40.8751, -74.0293"
1990-05-25,1.0,"37.9833, 23.7333"
1990-05-25,1.0,"33.9508, -83.3689"
1990-05-25,1.0,"39.3269, -82.0987"
1990-05-25,1.0,"34.7847, -86.951"
1990-05-25,1.0,"35.4573, -84.6045"
1990-05-25,1.0,"32.2041, -95.8321"
1990-05-26,16.0,"40.1812, 44.5136"
1990-05-27,2.0,"-8.8383, 13.2344"
1990-05-27,1.0,"14.6042, 120.9822"
1990-05-28,58.0,"40.1812, 44.5136"
1990-05-28,2.0,"-8.8383, 13.2344"
1990-05-28,6.0,"-25.9696, 32.46"
1990-05-28,3.0,"24.87, 66.99"
1990-05-28,1.0,"24.87, 66.99"
1990-05-29,14.0,"24.87, 66.99"
1990-05-29,1.0,"-5.21, -80.63"
1990-05-29,1.0,"-10.69, -76.27"
1990-05-30,1.0,"14.6042, 120.9822"
1990-05-31,56.0,"24.87, 66.99"
1990-05-31,1.0,"14.102, -87.2175"
1990-05-31,1.0,"-12.048, -77.0501"
1990-05-31,1.0,"40.741, -84.1121"
1990-06-01,8.0,"-12.048, -77.0501"
1990-06-01,8.0,"40.741, -84.1121"
1990-06-01,2.0,"-12.07, -77.135"
1990-06-02,1.0,"51.53, 7.45"
1990-06-02,1.0,"34.005, 71.535"
1990-06-02,2.0,"27.5618, 68.2068"
1990-06-02,8.0,"10.3997, -75.5144"
1990-06-02,8.0,"37.6004, -0.98"
1990-06-02,20.0,"50.0833, 14.466"
1990-06-03,2.0,"33.872, 35.5097"
1990-06-03,1.0,"42.82, -1.65"
1990-06-03,1.0,"7.3904, -72.66"
1990-06-04,1.0,"14.102, -87.2175"
1990-06-04,1.0,"30.72, 76.78"
1990-06-04,2.0,"-33.45, -70.667"
1990-06-04,2.0,"19.5, -70.67"
1990-06-04,2.0,"8.1004, -80.9833"
1990-06-04,2.0,"16.6881, 121.5472"
1990-06-04,2.0,"-14.1896, -75.74"
1990-06-05,1.0,"13.71, -89.203"
1990-06-05,1.0,"13.71, -89.203"
1990-06-05,1.0,"-12.79, -74.99"
1990-06-05,1.0,"14.6042, 120.9822"
1990-06-05,3.0,"-12.048, -77.0501"
1990-06-05,3.0,"40.741, -84.1121"
1990-06-05,2.0,"54.6, -5.96"
1990-06-05,2.0,"54.5968, -5.9254"
1990-06-06,1.0,"-12.048, -77.0501"
1990-06-06,1.0,"40.741, -84.1121"
1990-06-06,13.0,"24.87, 66.99"
1990-06-06,19.0,"24.87, 66.99"
1990-06-06,2.0,"54.6, -5.96"
1990-06-06,2.0,"54.5968, -5.9254"
1990-06-06,3.0,"-12.048, -77.0501"
1990-06-06,3.0,"40.741, -84.1121"
1990-06-06,1.0,"33.872, 35.5097"
1990-06-08,2.0,"-12.08, -75.2"
1990-06-08,1.0,"54.6, -5.96"
1990-06-08,1.0,"54.5968, -5.9254"
1990-06-10,1.0,"51.45, -2.5833"
1990-06-10,1.0,"40.1028, -74.853"
1990-06-10,1.0,"36.5572, -82.2154"
1990-06-10,1.0,"41.6812, -72.9407"
1990-06-10,1.0,"41.6827, -71.2694"
1990-06-10,1.0,"36.6179, -82.1607"
1990-06-10,1.0,"42.5378, -88.0149"
1990-06-10,17.0,"51.5, -0.1167"
1990-06-10,17.0,"42.97, -81.25"
1990-06-10,17.0,"37.1209, -84.0804"
1990-06-10,17.0,"39.8936, -83.4375"
1990-06-11,1.0,"14.6042, 120.9822"
1990-06-12,1.0,"54.178, -6.3381"
1990-06-12,1.0,"31.7784, 35.2066"
1990-06-12,1.0,"41.105, 29.01"
1990-06-12,5.0,"-13.525, -71.9722"
1990-06-13,1.0,"41.105, 29.01"
1990-06-14,1.0,"31.7784, 35.2066"
1990-06-14,3.0,"-12.08, -75.2"
1990-06-15,26.0,"-12.048, -77.0501"
1990-06-15,26.0,"40.741, -84.1121"
1990-06-15,1.0,"41.65, -4.75"
1990-06-15,1.0,"20.6704, -88.2"
1990-06-16,1.0,"34.005, 71.535"
1990-06-16,1.0,"-26.17, 28.03"
1990-06-16,1.0,"-26.17, 28.03"
1990-06-16,1.0,"-26.17, 28.03"
1990-06-16,1.0,"41.105, 29.01"
1990-06-18,8.0,"41.105, 29.01"
1990-06-19,15.0,"-12.75, 15.76"
1990-06-19,36.0,"13.09, 80.28"
1990-06-21,3.0,"18.541, -72.336"
1990-06-21,33.0,"9.675, 80.005"
1990-06-22,15.0,"8.569, 81.233"
1990-06-22,5.0,"30.22, 67.025"
1990-06-23,1.0,"-12.08, -75.2"
1990-06-24,1.0,"-12.08, -75.2"
1990-06-25,4.0,"51.5, -0.1167"
1990-06-25,4.0,"42.97, -81.25"
1990-06-25,4.0,"37.1209, -84.0804"
1990-06-25,4.0,"39.8936, -83.4375"
1990-06-26,2.0,"31.7784, 35.2066"
1990-06-27,2.0,"7.1301, -73.1259"
1990-06-28,3.0,"10.23, -67.98"
1990-06-28,3.0,"39.485, -0.4"
1990-06-28,1.0,"33.563, 35.3688"
1990-06-28,6.0,"33.872, 35.5097"
1990-06-29,16.0,"41.105, 29.01"
1990-06-30,1.0,"-12.5196, -76.74"
1990-06-30,2.0,"54.6, -5.96"
1990-06-30,2.0,"54.5968, -5.9254"
1990-06-30,1.0,"-34.6025, -58.3975"
1990-07-01,3.0,"31.7784, 35.2066"
1990-07-02,2.0,"33.563, 35.3688"
1990-07-04,1.0,"40.8751, -74.0293"
1990-07-05,3.0,"38.3704, 38.3"
1990-07-05,1.0,"14.6042, 120.9822"
1990-07-06,27.0,"-26.17, 28.03"
1990-07-06,1.0,"-38.0, -57.58"
1990-07-06,1.0,"43.25, -2.93"
1990-07-06,1.0,"52.35, 4.9166"
1990-07-06,1.0,"42.942, -74.1907"
1990-07-08,1.0,"31.7784, 35.2066"
1990-07-08,2.0,"6.1108, 125.1747"
1990-07-09,1.0,"13.71, -89.203"
1990-07-09,1.0,"8.1712, 124.2154"
1990-07-10,4.0,"30.72, 76.78"
1990-07-10,2.0,"16.0218, 120.2319"
1990-07-13,1.0,"-12.08, -75.2"
1990-07-14,1.0,"-34.099, -56.215"
1990-07-14,1.0,"54.6, -5.96"
1990-07-14,1.0,"54.5968, -5.9254"
1990-07-15,12.0,"17.4, 78.48"
1990-07-15,1.0,"54.6, -5.96"
1990-07-15,1.0,"54.5968, -5.9254"
1990-07-18,1.0,"-13.525, -71.9722"
1990-07-19,4.0,"32.7118, 74.8467"
1990-07-19,7.0,"14.6504, 121.03"
1990-07-19,1.0,"14.966, -91.8"
1990-07-19,1.0,"33.135, -117.1743"
1990-07-19,1.0,"29.8736, -97.938"
1990-07-19,1.0,"-12.048, -77.0501"
1990-07-19,1.0,"40.741, -84.1121"
1990-07-20,3.0,"-12.048, -77.0501"
1990-07-20,3.0,"40.741, -84.1121"
1990-07-21,4.0,"14.6042, 120.9822"
1990-07-21,1.0,"-25.7069, 28.2294"
1990-07-21,3.0,"14.6042, 120.9822"
1990-07-23,72.0,"-34.6025, -58.3975"
1990-07-23,7.0,"12.59, -16.29"
1990-07-23,1.0,"-12.08, -75.2"
1990-07-23,2.0,"30.72, 76.78"
1990-07-24,3.0,"54.3481, -6.6496"
1990-07-24,2.0,"-13.175, -74.22"
1990-07-24,1.0,"-9.53, -77.53"
1990-07-24,1.0,"-12.048, -77.0501"
1990-07-24,1.0,"40.741, -84.1121"
1990-07-25,21.0,"10.2805, -61.4594"
1990-07-25,21.0,"7.9, -67.4699"
1990-07-25,21.0,"24.8504, -98.16"
1990-07-25,21.0,"34.2886, -118.4363"
1990-07-25,21.0,"16.6186, 120.3194"
1990-07-25,21.0,"15.0343, 120.6844"
1990-07-25,21.0,"-34.58, -70.99"
1990-07-25,1.0,"-12.048, -77.0501"
1990-07-25,1.0,"40.741, -84.1121"
1990-07-25,4.0,"54.3481, -6.6496"
1990-07-26,1.0,"4.8104, -75.68"
1990-07-26,2.0,"-33.45, -70.667"
1990-07-26,2.0,"19.5, -70.67"
1990-07-26,2.0,"8.1004, -80.9833"
1990-07-26,2.0,"16.6881, 121.5472"
1990-07-26,2.0,"-14.1896, -75.74"
1990-07-27,1.0,"50.7205, 7.08"
1990-07-27,2.0,"30.05, 31.25"
1990-07-27,2.0,"30.879, -84.205"
1990-07-27,2.0,"42.2965, -74.0205"
1990-07-27,1.0,"41.105, 29.01"
1990-07-27,3.0,"14.6042, 120.9822"
1990-07-29,2.0,"-13.175, -74.22"
1990-07-30,5.0,"9.675, 80.005"
1990-07-31,1.0,"54.6, -5.96"
1990-07-31,1.0,"54.5968, -5.9254"
1990-07-31,5.0,"0.3167, 32.5833"
1990-08-01,3.0,"-26.17, 28.03"
1990-08-03,1.0,"-12.08, -75.2"
1990-08-04,1.0,"33.563, 35.3688"
1990-08-05,4.0,"9.675, 80.005"
1990-08-05,2.0,"31.7784, 35.2066"
1990-08-05,2.0,"14.6504, 121.03"
1990-08-07,6.0,"13.9348, 121.6127"
1990-08-07,1.0,"31.7784, 35.2066"
1990-08-07,4.0,"-12.048, -77.0501"
1990-08-07,4.0,"40.741, -84.1121"
1990-08-09,1.0,"31.64, 74.87"
1990-08-10,9.0,"-33.45, -70.667"
1990-08-10,9.0,"19.5, -70.67"
1990-08-10,9.0,"8.1004, -80.9833"
1990-08-10,9.0,"16.6881, 121.5472"
1990-08-10,9.0,"-14.1896, -75.74"
1990-08-10,2.0,"-33.45, -70.667"
1990-08-10,2.0,"19.5, -70.67"
1990-08-10,2.0,"8.1004, -80.9833"
1990-08-10,2.0,"16.6881, 121.5472"
1990-08-10,2.0,"-14.1896, -75.74"
1990-08-11,12.0,"-25.7069, 28.2294"
1990-08-13,1.0,"10.96, -74.8"
1990-08-13,1.0,"3.4, -76.5"
1990-08-13,2.0,"-12.048, -77.0501"
1990-08-13,2.0,"40.741, -84.1121"
1990-08-13,5.0,"-12.048, -77.0501"
1990-08-13,5.0,"40.741, -84.1121"
1990-08-13,12.0,"-13.525, -71.9722"
1990-08-14,24.0,"28.67, 77.23"
1990-08-14,24.0,"37.4306, -120.7759"
1990-08-15,28.0,"28.67, 77.23"
1990-08-15,28.0,"37.4306, -120.7759"
1990-08-15,3.0,"33.872, 35.5097"
1990-08-16,4.0,"3.4, -76.5"
1990-08-17,20.0,"42.3504, -3.68"
1990-08-18,3.0,"-12.048, -77.0501"
1990-08-18,3.0,"40.741, -84.1121"
1990-08-18,1.0,"14.6504, 121.03"
1990-08-19,5.0,"-29.865, 30.98"
1990-08-19,1.0,"14.6042, 120.9822"
1990-08-20,1.0,"54.6, -5.96"
1990-08-20,1.0,"54.5968, -5.9254"
1990-08-21,5.0,"13.71, -89.203"
1990-08-21,1.0,"31.7784, 35.2066"
1990-08-21,1.0,"-12.048, -77.0501"
1990-08-21,1.0,"40.741, -84.1121"
1990-08-21,1.0,"-12.048, -77.0501"
1990-08-21,1.0,"40.741, -84.1121"
1990-08-22,46.0,"24.87, 66.99"
1990-08-22,2.0,"-12.08, -75.2"
1990-08-22,1.0,"-12.048, -77.0501"
1990-08-22,1.0,"40.741, -84.1121"
1990-08-23,6.0,"-12.08, -75.2"
1990-08-25,7.0,"33.872, 35.5097"
1990-08-26,1.0,"-33.45, -70.667"
1990-08-26,1.0,"19.5, -70.67"
1990-08-26,1.0,"8.1004, -80.9833"
1990-08-26,1.0,"16.6881, 121.5472"
1990-08-26,1.0,"-14.1896, -75.74"
1990-08-29,2.0,"40.1812, 44.5136"
1990-08-30,22.0,"33.6, 73.04"
1990-08-30,29.0,"31.41, 73.11"
1990-08-30,1.0,"40.8751, -74.0293"
1990-08-30,2.0,"33.563, 35.3688"
1990-09-02,4.0,"43.25, -2.93"
1990-09-03,4.0,"14.6042, 120.9822"
1990-09-03,11.0,"3.4, -76.5"
1990-09-03,1.0,"41.105, 29.01"
1990-09-05,2.0,"14.6042, 120.9822"
1990-09-05,1.0,"41.105, 29.01"
1990-09-06,2.0,"2.0667, 45.3667"
1990-09-06,6.0,"8.1004, -76.74"
1990-09-06,14.0,"-26.17, 28.03"
1990-09-06,6.0,"40.4, -3.6834"
1990-09-07,1.0,"-11.11, -77.6199"
1990-09-07,2.0,"-13.175, -74.22"
1990-09-07,1.0,"54.6, -5.96"
1990-09-07,1.0,"54.5968, -5.9254"
1990-09-07,1.0,"31.7784, 35.2066"
1990-09-08,1.0,"40.8751, -74.0293"
1990-09-11,1.0,"-26.17, 28.03"
1990-09-11,8.0,"10.3997, -75.5144"
1990-09-11,8.0,"37.6004, -0.98"
1990-09-12,3.0,"-26.17, 28.03"
1990-09-12,1.0,"39.9272, 32.8644"
1990-09-14,2.0,"14.6042, 120.9822"
1990-09-16,1.0,"14.6042, 120.9822"
1990-09-16,2.0,"43.25, -2.93"
1990-09-17,1.0,"51.5, -0.1167"
1990-09-17,1.0,"42.97, -81.25"
1990-09-17,1.0,"37.1209, -84.0804"
1990-09-17,1.0,"39.8936, -83.4375"
1990-09-18,2.0,"42.1565, -71.5188"
1990-09-18,2.0,"38.9091, -75.4224"
1990-09-18,2.0,"42.8178, -71.6736"
1990-09-18,2.0,"39.17, -84.281"
1990-09-18,2.0,"42.587, -83.6012"
1990-09-19,1.0,"40.8751, -74.0293"
1990-09-19,1.0,"40.8751, -74.0293"
1990-09-20,19.0,"7.853, 123.507"
1990-09-21,1.0,"-23.3, -51.18"
1990-09-22,20.0,"34.005, 71.535"
1990-09-22,3.0,"14.6042, 120.9822"
1990-09-22,2.0,"8.569, 81.233"
1990-09-22,2.0,"-12.048, -77.0501"
1990-09-22,2.0,"40.741, -84.1121"
1990-09-22,2.0,"33.872, 35.5097"
1990-09-22,2.0,"38.8477, -77.1305"
1990-09-23,3.0,"14.6042, 120.9822"
1990-09-23,1.0,"-12.048, -77.0501"
1990-09-23,1.0,"40.741, -84.1121"
1990-09-23,2.0,"54.5099, -6.0404"
1990-09-23,1.0,"54.3481, -6.6496"
1990-09-23,6.0,"18.4701, -69.9001"
1990-09-24,6.0,"6.932, 79.8578"
1990-09-25,11.0,"22.33, 91.8"
1990-09-27,15.0,"11.595, 43.148"
1990-09-27,1.0,"41.105, 29.01"
1990-09-28,4.0,"31.3349, 75.569"
1990-10-01,2.0,"-14.068, -75.7255"
1990-10-02,5.0,"33.563, 35.3688"
1990-10-02,1.0,"-29.865, 30.98"
1990-10-03,5.0,"33.7366, -117.8819"
1990-10-03,5.0,"13.9946, -89.5598"
1990-10-03,2.0,"13.71, -89.203"
1990-10-03,2.0,"31.7784, 35.2066"
1990-10-05,2.0,"38.394, 42.123"
1990-10-06,5.0,"28.67, 77.23"
1990-10-06,5.0,"37.4306, -120.7759"
1990-10-06,1.0,"54.3481, -6.6496"
1990-10-08,136.0,"31.7784, 35.2066"
1990-10-08,1.0,"39.9272, 32.8644"
1990-10-09,11.0,"18.3919, -65.8853"
1990-10-09,1.0,"-26.17, 28.03"
1990-10-10,61.0,"17.4, 78.48"
1990-10-10,1.0,"41.105, 29.01"
1990-10-11,2.0,"-16.498, -68.15"
1990-10-11,2.0,"24.14, -110.32"
1990-10-11,2.0,"14.32, -87.684"
1990-10-11,2.0,"-33.4661, -67.55"
1990-10-11,43.0,"42.8829, -8.5411"
1990-10-12,1.0,"3.4, -76.5"
1990-10-12,5.0,"30.05, 31.25"
1990-10-12,5.0,"30.879, -84.205"
1990-10-12,5.0,"42.2965, -74.0205"
1990-10-12,1.0,"3.4, -76.5"
1990-10-13,2.0,"54.6, -5.96"
1990-10-13,2.0,"54.5968, -5.9254"
1990-10-13,8.0,"14.6761, 120.5361"
1990-10-15,20.0,"-12.048, -77.0501"
1990-10-15,20.0,"40.741, -84.1121"
1990-10-15,1.0,"14.6211, -90.527"
1990-10-15,1.0,"-12.048, -77.0501"
1990-10-15,1.0,"40.741, -84.1121"
1990-10-16,13.0,"-12.048, -77.0501"
1990-10-16,13.0,"40.741, -84.1121"
1990-10-16,1.0,"54.6, -5.96"
1990-10-16,1.0,"54.5968, -5.9254"
1990-10-16,1.0,"54.6, -5.96"
1990-10-16,1.0,"54.5968, -5.9254"
1990-10-17,1.0,"13.71, -89.203"
1990-10-17,1.0,"-8.75, -63.9"
1990-10-18,1.0,"-12.048, -77.0501"
1990-10-18,1.0,"40.741, -84.1121"
1990-10-18,3.0,"-12.07, -77.135"
1990-10-19,1.0,"-17.41, -66.17"
1990-10-20,2.0,"-12.048, -77.0501"
1990-10-20,2.0,"40.741, -84.1121"
1990-10-20,7.0,"-13.175, -74.22"
1990-10-20,2.0,"-6.51, -76.48"
1990-10-20,1.0,"54.8224, -7.4684"
1990-10-21,2.0,"-13.175, -74.22"
1990-10-21,3.0,"41.105, 29.01"
1990-10-21,1.0,"31.7784, 35.2066"
1990-10-21,1.0,"31.7784, 35.2066"
1990-10-21,1.0,"31.7784, 35.2066"
1990-10-21,1.0,"31.7784, 35.2066"
1990-10-21,4.0,"33.872, 35.5097"
1990-10-21,1.0,"31.64, 74.87"
1990-10-22,1.0,"-9.53, -77.53"
1990-10-22,1.0,"-9.53, -77.53"
1990-10-22,1.0,"14.6042, 120.9822"
1990-10-23,2.0,"13.71, -89.203"
1990-10-23,7.0,"-13.175, -74.22"
1990-10-23,2.0,"-12.048, -77.0501"
1990-10-23,2.0,"40.741, -84.1121"
1990-10-23,5.0,"9.675, 80.005"
1990-10-23,1.0,"-12.08, -75.2"
1990-10-23,1.0,"48.8667, 2.3333"
1990-10-23,1.0,"33.6689, -95.5462"
1990-10-23,1.0,"38.2016, -84.2719"
1990-10-23,1.0,"36.2933, -88.3065"
1990-10-23,1.0,"39.6148, -87.6905"
1990-10-23,1.0,"44.2445, -70.4883"
1990-10-23,1.0,"54.6, -5.96"
1990-10-23,1.0,"54.5968, -5.9254"
1990-10-24,2.0,"14.6211, -90.527"
1990-10-24,1.0,"-12.08, -75.2"
1990-10-24,1.0,"54.5033, -6.7643"
1990-10-24,11.0,"54.178, -6.3381"
1990-10-25,6.0,"34.5167, 69.1833"
1990-10-25,3.0,"-8.5795, 13.66"
1990-10-25,7.0,"30.72, 76.78"
1990-10-25,1.0,"-12.08, -75.2"
1990-10-25,1.0,"-12.08, -75.2"
1990-10-25,1.0,"-12.08, -75.2"
1990-10-25,1.0,"54.6, -5.96"
1990-10-25,1.0,"54.5968, -5.9254"
1990-10-26,1.0,"-33.45, -70.667"
1990-10-26,1.0,"19.5, -70.67"
1990-10-26,1.0,"8.1004, -80.9833"
1990-10-26,1.0,"16.6881, 121.5472"
1990-10-26,1.0,"-14.1896, -75.74"
1990-10-26,3.0,"14.6211, -90.527"
1990-10-26,1.0,"54.6428, -6.7452"
1990-10-27,2.0,"14.6042, 120.9822"
1990-10-29,1.0,"-12.048, -77.0501"
1990-10-29,1.0,"40.741, -84.1121"
1990-10-29,2.0,"33.872, 35.5097"
1990-10-29,1.0,"14.6042, 120.9822"
1990-10-29,3.0,"7.717, 81.7"
1990-10-30,1.0,"31.7784, 35.2066"
1990-10-30,2.0,"41.105, 29.01"
1990-11-01,7.0,"35.685, 139.7514"
1990-11-01,7.0,"35.685, 139.7514"
1990-11-01,2.0,"-13.175, -74.22"
1990-11-01,1.0,"-13.175, -74.22"
1990-11-01,1.0,"-13.175, -74.22"
1990-11-01,1.0,"-13.175, -74.22"
1990-11-01,2.0,"34.7559, 32.4225"
1990-11-02,1.0,"-13.175, -74.22"
1990-11-02,1.0,"54.6428, -6.7452"
1990-11-03,1.0,"17.4, 78.48"
1990-11-04,6.0,"8.35, 80.3833"
1990-11-05,1.0,"-12.048, -77.0501"
1990-11-05,1.0,"40.741, -84.1121"
1990-11-05,1.0,"-12.048, -77.0501"
1990-11-05,1.0,"40.741, -84.1121"
1990-11-07,1.0,"40.8751, -74.0293"
1990-11-07,1.0,"54.6, -5.96"
1990-11-07,1.0,"54.5968, -5.9254"
1990-11-07,1.0,"-12.048, -77.0501"
1990-11-07,1.0,"40.741, -84.1121"
1990-11-08,1.0,"39.7528, -76.5925"
1990-11-08,21.0,"33.872, 35.5097"
1990-11-08,3.0,"33.872, 35.5097"
1990-11-10,1.0,"31.7784, 35.2066"
1990-11-10,2.0,"15.4838, 120.5834"
1990-11-12,11.0,"2.931, -75.3302"
1990-11-12,2.0,"54.3481, -6.6496"
1990-11-12,1.0,"41.105, 29.01"
1990-11-13,1.0,"-13.175, -74.22"
1990-11-13,2.0,"31.7784, 35.2066"
1990-11-17,3.0,"-33.45, -70.667"
1990-11-17,3.0,"19.5, -70.67"
1990-11-17,3.0,"8.1004, -80.9833"
1990-11-17,3.0,"16.6881, 121.5472"
1990-11-17,3.0,"-14.1896, -75.74"
1990-11-19,14.0,"31.56, 74.35"
1990-11-22,9.0,"13.4833, -88.1833"
1990-11-22,6.0,"-13.175, -74.22"
1990-11-22,14.0,"-11.26, -74.69"
1990-11-23,2.0,"7.1301, -73.1259"
1990-11-25,15.0,"31.3349, 75.569"
1990-11-27,11.0,"13.71, -89.203"
1990-11-27,1.0,"23.7231, 90.4086"
1990-11-28,1.0,"14.279, -90.298"
1990-11-29,1.0,"-8.8383, 13.2344"
1990-11-29,1.0,"54.6, -5.96"
1990-11-29,1.0,"54.5968, -5.9254"
1990-11-30,2.0,"54.6, -5.96"
1990-11-30,2.0,"54.5968, -5.9254"
1990-12-01,3.0,"31.7784, 35.2066"
1990-12-03,2.0,"14.6042, 120.9822"
1990-12-03,1.0,"-12.048, -77.0501"
1990-12-03,1.0,"40.741, -84.1121"
1990-12-04,2.0,"14.6504, 121.03"
1990-12-04,1.0,"14.6042, 120.9822"
1990-12-04,1.0,"-12.048, -77.0501"
1990-12-04,1.0,"40.741, -84.1121"
1990-12-05,57.0,"18.541, -72.336"
